Name,Gender,DOB,Document_Type,Document_Number,Address,Name_clean,Address_clean,Gender_clean,Document_type_clean,Document_format,Combined_Data,Duplicate_Group_ID,Fraud_Risk_Score,Fraud_Risk_Level
Darshit Sane,Male,24-10-1973,Passport,V9083694,"H.No. 92, Mani Path, Guntur-656436",darshit sane,hno 92 mani path guntur656436,male,passport,True,darshit sane male 24101973 passport V9083694 hno 92 mani path guntur656436,-1,0.0,Low
Nishith Sastry,,23-05-1978,PAN,DCGJS6395V,"26/616, Subramaniam Nagar, Baranagar 886477",nishith sastry,26616 subramaniam nagar baranagar 886477,nan,pan,True,nishith sastry nan 23051978 pan DCGJS6395V 26616 subramaniam nagar baranagar 886477,-1,0.0,Low
Alisha Doctor,Female,11-10-1979,PAN,KFRCD0469N,"05/025, Sekhon Zila, Imphal-588628",alisha doctor,05025 sekhon zila imphal588628,female,pan,True,alisha doctor female 11101979 pan KFRCD0469N 05025 sekhon zila imphal588628,-1,0.0,Low
Zara Lala,Other,27-03-1982,,Missing,"H.No. 012, Roy Chowk, Nadiad 910887",zara lala,hno 012 roy chowk nadiad 910887,other,nan,False,zara lala other 27031982 nan Missing hno 012 roy chowk nadiad 910887,-1,0.4,Medium
Aayush Mall,Male,07-12-1976,PAN,OCXPM5366G,"63/374, Goyal Path, Bhubaneswar 747727",aayush mall,63374 goyal path bhubaneswar 747727,male,pan,True,aayush mall male 07121976 pan OCXPM5366G 63374 goyal path bhubaneswar 747727,-1,0.0,Low
Neysa Sachdev,Other,06-02-1974,Aadhaar,8000 8011 5662,"87/369, Ramachandran Circle, Bulandshahr-039373",neysa sachdev,87369 ramachandran circle bulandshahr039373,other,aadhaar,False,neysa sachdev other 06021974 aadhaar 8000 8011 5662 87369 ramachandran circle bulandshahr039373,-1,0.4,Medium
Ira Vyas,Female,05-08-1993,PAN,QMQLV6324V,"H.No. 172, Sibal Nagar, Kanpur 754288",ira vyas,hno 172 sibal nagar kanpur 754288,female,pan,True,ira vyas female 05081993 pan QMQLV6324V hno 172 sibal nagar kanpur 754288,-1,0.0,Low
Zain Wason,Female,17-09-1989,Aadhaar,9982 2334 7282,"540, Anand Marg, Kanpur 361072",zain wason,540 anand marg kanpur 361072,female,aadhaar,False,zain wason female 17091989 aadhaar 9982 2334 7282 540 anand marg kanpur 361072,-1,0.4,Medium
Trisha Barman,Female,09-07-1998,PAN,IJLTB2058G,"06/83, Rege, Gaya 064812",trisha barman,0683 rege gaya 064812,female,pan,True,trisha barman female 09071998 pan IJLTB2058G 0683 rege gaya 064812,-1,0.0,Low
Ojas Arya,Male,25-01-1996,PAN,QLTTA3528D,"H.No. 94, Kapoor Path, Tirupati-439157",ojas arya,hno 94 kapoor path tirupati439157,male,pan,True,ojas arya male 25011996 pan QLTTA3528D hno 94 kapoor path tirupati439157,-1,0.0,Low
Hiran Kala,Male,15-11-1975,PAN,CHJLK4565R,"82/58, Sarkar Chowk, Shimoga 212047",hiran kala,8258 sarkar chowk shimoga 212047,male,pan,True,hiran kala male 15111975 pan CHJLK4565R 8258 sarkar chowk shimoga 212047,-1,0.0,Low
Aradhya Bahri,Female,28-09-1982,Passport,W8382294,"97/664, Khare Road, Bhalswa Jahangir Pur-212139",aradhya bahri,97664 khare road bhalswa jahangir pur212139,female,passport,True,aradhya bahri female 28091982 passport W8382294 97664 khare road bhalswa jahangir pur212139,-1,0.0,Low
Vardaniya Kibe,Male,Unknown,PAN,AWXFK7620S,"15/04, Kadakia Marg, Hosur 811117",vardaniya kibe,1504 kadakia marg hosur 811117,male,pan,True,vardaniya kibe male Unknown pan AWXFK7620S 1504 kadakia marg hosur 811117,-1,0.0,Low
Ahana  Grover,Female,15-08-1976,Aadhaar,4312 1936 9234,"H.No. 23, Chawla Zila, Sultan Pur Majra-693679",ahana  grover,hno 23 chawla zila sultan pur majra693679,female,aadhaar,False,ahana  grover female 15081976 aadhaar 4312 1936 9234 hno 23 chawla zila sultan pur majra693679,-1,0.4,Medium
Aayush Gole,Female,16-11-1968,Aadhaar,5704 6582 4359,"H.No. 190, Savant Ganj, Nagaon 954392",aayush gole,hno 190 savant ganj nagaon 954392,female,aadhaar,False,aayush gole female 16111968 aadhaar 5704 6582 4359 hno 190 savant ganj nagaon 954392,-1,0.4,Medium
Rasha Chahal,Male,15-01-1977,Passport,Q2324403,"H.No. 12, Varma Street, Jabalpur-994682",rasha chahal,hno 12 varma street jabalpur994682,male,passport,True,rasha chahal male 15011977 passport Q2324403 hno 12 varma street jabalpur994682,-1,0.0,Low
,Male,01-03-1982,Passport,Z1279905,"06/377, Karnik Road, Katni 119307",nan,06377 karnik road katni 119307,male,passport,True,nan male 01031982 passport Z1279905 06377 karnik road katni 119307,-1,0.0,Low
,Female,30-07-1966,Aadhaar,1640 6970 6911,"009, Dixit, Vadodara 748501",nan,009 dixit vadodara 748501,female,aadhaar,False,nan female 30071966 aadhaar 1640 6970 6911 009 dixit vadodara 748501,-1,0.4,Medium
,Other,27-05-1979,Aadhaar,6145 2350 2573,"87/34, Mann Nagar, Sri Ganganagar 458538",nan,8734 mann nagar sri ganganagar 458538,other,aadhaar,False,nan other 27051979 aadhaar 6145 2350 2573 8734 mann nagar sri ganganagar 458538,-1,0.4,Medium
Vedika Halder,Female,03-11-1976,PAN,TAEGH6855D,"63/26, Vyas Path, Munger 133625",vedika halder,6326 vyas path munger 133625,female,pan,True,vedika halder female 03111976 pan TAEGH6855D 6326 vyas path munger 133625,-1,0.0,Low
Reyansh Master,Male,22-07-1971,Passport,B8791488,"H.No. 33, Singh Path, Bongaigaon 045556",reyansh master,hno 33 singh path bongaigaon 045556,male,passport,True,reyansh master male 22071971 passport B8791488 hno 33 singh path bongaigaon 045556,-1,0.0,Low
Seher Kapoor,Female,19-09-1993,PAN,QIZBK8192Y,"78, Yadav Zila, Gandhidham-128083",seher kapoor,78 yadav zila gandhidham128083,female,pan,True,seher kapoor female 19091993 pan QIZBK8192Y 78 yadav zila gandhidham128083,-1,0.0,Low
Akarsh Dyal,Other,08-07-1976,PAN,HPYFD1463Z,"02/168, Sani Path, Khora -152043",akarsh dyal,02168 sani path khora 152043,other,pan,True,akarsh dyal other 08071976 pan HPYFD1463Z 02168 sani path khora 152043,-1,0.0,Low
Tiya Dara,Female,Unknown,Passport,P2485786,"H.No. 13, Krish Street, Orai 641722",tiya dara,hno 13 krish street orai 641722,female,passport,True,tiya dara female Unknown passport P2485786 hno 13 krish street orai 641722,-1,0.0,Low
Lakshit Divan,Female,23-12-2001,Aadhaar,8632 1377 9475,,lakshit divan,nan,female,aadhaar,False,lakshit divan female 23122001 aadhaar 8632 1377 9475 nan,-1,0.4,Medium
Tejas Borah,Male,03-02-1969,Aadhaar,1064 6560 9255,"49/66, Dora Zila, Katihar 777115",tejas borah,4966 dora zila katihar 777115,male,aadhaar,False,tejas borah male 03021969 aadhaar 1064 6560 9255 4966 dora zila katihar 777115,-1,0.4,Medium
Saanvi Ramakrishnan,Male,01-08-2007,,Missing,"H.No. 14, Kant Zila, Rajahmundry 554184",saanvi ramakrishnan,hno 14 kant zila rajahmundry 554184,male,nan,False,saanvi ramakrishnan male 01082007 nan Missing hno 14 kant zila rajahmundry 554184,-1,0.4,Medium
Samarth Kari,Other,23-10-1985,Aadhaar,4777 1708 2243,"H.No. 762, Walia Circle, Kharagpur-571669",samarth kari,hno 762 walia circle kharagpur571669,other,aadhaar,False,samarth kari other 23101985 aadhaar 4777 1708 2243 hno 762 walia circle kharagpur571669,-1,0.4,Medium
Vedika Kara,Male,11-12-1964,Passport,X3995435,"H.No. 967, Chad Zila, Bally 271163",vedika kara,hno 967 chad zila bally 271163,male,passport,True,vedika kara male 11121964 passport X3995435 hno 967 chad zila bally 271163,-1,0.0,Low
Raunak Ramesh,Other,23-03-1993,Aadhaar,9475 8043 4597,"10/83, Vasa Path, Jamalpur 794898",raunak ramesh,1083 vasa path jamalpur 794898,other,aadhaar,False,raunak ramesh other 23031993 aadhaar 9475 8043 4597 1083 vasa path jamalpur 794898,-1,0.4,Medium
Arnav Dua,Male,24-06-1989,PAN,PUPTD1850T,"82/09, Sachdeva Zila, Thanjavur-109309",arnav dua,8209 sachdeva zila thanjavur109309,male,pan,True,arnav dua male 24061989 pan PUPTD1850T 8209 sachdeva zila thanjavur109309,-1,0.0,Low
Bhavin Bir,Other,11-03-1988,Passport,Z4234044,"64/035, Dhar Marg, Kottayam-642026",bhavin bir,64035 dhar marg kottayam642026,other,passport,True,bhavin bir other 11031988 passport Z4234044 64035 dhar marg kottayam642026,-1,0.0,Low
Mannat Tripathi,Female,08-08-1978,PAN,TVVHT1758W,"42, Kaul Nagar, Panchkula 556336",mannat tripathi,42 kaul nagar panchkula 556336,female,pan,True,mannat tripathi female 08081978 pan TVVHT1758W 42 kaul nagar panchkula 556336,-1,0.0,Low
Ishita Joshi,Other,09-12-1994,Passport,H8607670,"161, Bail Road, Mumbai 104077",ishita joshi,161 bail road mumbai 104077,other,passport,True,ishita joshi other 09121994 passport H8607670 161 bail road mumbai 104077,-1,0.0,Low
Tushar Tella,Male,29-04-1988,PAN,ZWLAT4267T,"H.No. 140, Zacharia Street, Gurgaon-882280",tushar tella,hno 140 zacharia street gurgaon882280,male,pan,True,tushar tella male 29041988 pan ZWLAT4267T hno 140 zacharia street gurgaon882280,-1,0.0,Low
Farhan Saini,Male,21-03-1973,Passport,U7329599,"H.No. 91, Tailor Circle, Dindigul 989628",farhan saini,hno 91 tailor circle dindigul 989628,male,passport,True,farhan saini male 21031973 passport U7329599 hno 91 tailor circle dindigul 989628,-1,0.0,Low
Myra Bhatt,Other,29-06-1994,PAN,NKPJB7512A,"70/573, Shan Path, Thanjavur-402554",myra bhatt,70573 shan path thanjavur402554,other,pan,True,myra bhatt other 29061994 pan NKPJB7512A 70573 shan path thanjavur402554,-1,0.0,Low
Pranay Thakkar,Other,21-11-1978,PAN,TZAJT4967G,"H.No. 402, Kar, Kottayam-854760",pranay thakkar,hno 402 kar kottayam854760,other,pan,True,pranay thakkar other 21111978 pan TZAJT4967G hno 402 kar kottayam854760,-1,0.0,Low
Abram Dalal,Other,27-06-1974,,Missing,"H.No. 84, Bumb Marg, Bulandshahr-786188",abram dalal,hno 84 bumb marg bulandshahr786188,other,nan,False,abram dalal other 27061974 nan Missing hno 84 bumb marg bulandshahr786188,-1,0.4,Medium
Nayantara Batra,Male,24-06-1988,Passport,Q3489635,"08/862, Balasubramanian Zila, Hindupur 488072",nayantara batra,08862 balasubramanian zila hindupur 488072,male,passport,True,nayantara batra male 24061988 passport Q3489635 08862 balasubramanian zila hindupur 488072,-1,0.0,Low
Biju Shankar,,16-12-1969,Aadhaar,7420 5838 7271,"80/681, Mandal Zila, Tiruchirappalli 034887",biju shankar,80681 mandal zila tiruchirappalli 034887,nan,aadhaar,False,biju shankar nan 16121969 aadhaar 7420 5838 7271 80681 mandal zila tiruchirappalli 034887,-1,0.4,Medium
Ayesha Gupta,Other,23-05-1983,,Missing,"52/54, Sani Road, Surendranagar Dudhrej-571581",ayesha gupta,5254 sani road surendranagar dudhrej571581,other,nan,False,ayesha gupta other 23051983 nan Missing 5254 sani road surendranagar dudhrej571581,-1,0.4,Medium
Aniruddh Datta,Female,04-04-1983,,Missing,"059, Master, Siliguri 556145",aniruddh datta,059 master siliguri 556145,female,nan,False,aniruddh datta female 04041983 nan Missing 059 master siliguri 556145,-1,0.4,Medium
Kimaya Manda,Female,01-04-1988,Aadhaar,8193 9361 3874,"04/34, Vora Chowk, Mysore 375006",kimaya manda,0434 vora chowk mysore 375006,female,aadhaar,False,kimaya manda female 01041988 aadhaar 8193 9361 3874 0434 vora chowk mysore 375006,-1,0.4,Medium
Ranbir Yadav,Male,08-09-2001,PAN,FYLAY7485W,"73, Rajan Marg, Belgaum-123818",ranbir yadav,73 rajan marg belgaum123818,male,pan,True,ranbir yadav male 08092001 pan FYLAY7485W 73 rajan marg belgaum123818,-1,0.0,Low
Ranbir Soni,Male,03-01-1970,PAN,RBPPS2032Y,,ranbir soni,nan,male,pan,True,ranbir soni male 03011970 pan RBPPS2032Y nan,-1,0.0,Low
Pranay Chowdhury,Female,25-11-1976,Aadhaar,5237 9908 6854,"H.No. 42, Bail Path, Bhiwandi-287848",pranay chowdhury,hno 42 bail path bhiwandi287848,female,aadhaar,False,pranay chowdhury female 25111976 aadhaar 5237 9908 6854 hno 42 bail path bhiwandi287848,-1,0.4,Medium
Mehul Bala,Female,11-07-1987,PAN,ZPXGB9855I,"25, Kara Path, Singrauli-633428",mehul bala,25 kara path singrauli633428,female,pan,True,mehul bala female 11071987 pan ZPXGB9855I 25 kara path singrauli633428,-1,0.0,Low
Mannat Kumer,Female,24-02-1984,Passport,B2904384,"75/70, Joshi Path, Khammam-187129",mannat kumer,7570 joshi path khammam187129,female,passport,True,mannat kumer female 24021984 passport B2904384 7570 joshi path khammam187129,-1,0.0,Low
Hansh Balasubramanian,Female,27-10-2004,Aadhaar,2819 5853 7235,"31/00, Sehgal Marg, Rajahmundry-520361",hansh balasubramanian,3100 sehgal marg rajahmundry520361,female,aadhaar,False,hansh balasubramanian female 27102004 aadhaar 2819 5853 7235 3100 sehgal marg rajahmundry520361,-1,0.4,Medium
Hazel Viswanathan,Female,19-03-1989,Aadhaar,9338 7388 9512,"280, Arora Road, Tadipatri 176164",hazel viswanathan,280 arora road tadipatri 176164,female,aadhaar,False,hazel viswanathan female 19031989 aadhaar 9338 7388 9512 280 arora road tadipatri 176164,-1,0.4,Medium
Faiyaz Saran,Female,Unknown,Aadhaar,5045 2679 3691,"20, Mahal Circle, Giridih-090379",faiyaz saran,20 mahal circle giridih090379,female,aadhaar,False,faiyaz saran female Unknown aadhaar 5045 2679 3691 20 mahal circle giridih090379,-1,0.4,Medium
Urvi Walia,Other,11-09-1992,Aadhaar,3656 8370 1400,"H.No. 12, Dewan Ganj, Noida-297396",urvi walia,hno 12 dewan ganj noida297396,other,aadhaar,False,urvi walia other 11091992 aadhaar 3656 8370 1400 hno 12 dewan ganj noida297396,-1,0.4,Medium
Shalv Rajagopal,Female,22-12-1988,,Missing,"068, Dave Zila, Sambalpur 298679",shalv rajagopal,068 dave zila sambalpur 298679,female,nan,False,shalv rajagopal female 22121988 nan Missing 068 dave zila sambalpur 298679,-1,0.4,Medium
Jiya Saha,Other,16-10-1977,Passport,P5405486,"H.No. 95, Dugar Street, Hubli–Dharwad 654818",jiya saha,hno 95 dugar street hublidharwad 654818,other,passport,True,jiya saha other 16101977 passport P5405486 hno 95 dugar street hublidharwad 654818,-1,0.0,Low
Samiha Dhillon,Male,27-08-1992,Aadhaar,4172 3117 1103,"65, Luthra Street, Bhilwara 113010",samiha dhillon,65 luthra street bhilwara 113010,male,aadhaar,False,samiha dhillon male 27081992 aadhaar 4172 3117 1103 65 luthra street bhilwara 113010,-1,0.4,Medium
Kiara Chaudhry,Other,22-04-1979,Passport,B5998310,"17, Krishna Path, Eluru 635706",kiara chaudhry,17 krishna path eluru 635706,other,passport,True,kiara chaudhry other 22041979 passport B5998310 17 krishna path eluru 635706,-1,0.0,Low
Samaira Sarma,Other,19-05-1985,Aadhaar,9049 1708 5412,"906, Som Path, Fatehpur-005300",samaira sarma,906 som path fatehpur005300,other,aadhaar,False,samaira sarma other 19051985 aadhaar 9049 1708 5412 906 som path fatehpur005300,-1,0.4,Medium
Saksham Barman,,10-12-1979,Passport,L9323768,"684, Dara Chowk, Surendranagar Dudhrej 367511",saksham barman,684 dara chowk surendranagar dudhrej 367511,nan,passport,True,saksham barman nan 10121979 passport L9323768 684 dara chowk surendranagar dudhrej 367511,-1,0.0,Low
Damini Dani,,28-11-1985,Aadhaar,2896 1698 6923,"76/878, Banik Chowk, Nandyal 861706",damini dani,76878 banik chowk nandyal 861706,nan,aadhaar,False,damini dani nan 28111985 aadhaar 2896 1698 6923 76878 banik chowk nandyal 861706,-1,0.4,Medium
Neysa Warrior,Other,07-03-1968,PAN,TRMGW7189R,"240, Choudhry Circle, Malegaon 451045",neysa warrior,240 choudhry circle malegaon 451045,other,pan,True,neysa warrior other 07031968 pan TRMGW7189R 240 choudhry circle malegaon 451045,-1,0.0,Low
Kiara Thakur,Male,15-10-1997,Aadhaar,4233 1166 8860,"80/425, Rattan Nagar, Raiganj 163114",kiara thakur,80425 rattan nagar raiganj 163114,male,aadhaar,False,kiara thakur male 15101997 aadhaar 4233 1166 8860 80425 rattan nagar raiganj 163114,-1,0.4,Medium
Rania Samra,Other,06-06-1987,Passport,J5277094,"14, Jayaraman Road, Pudukkottai 763120",rania samra,14 jayaraman road pudukkottai 763120,other,passport,True,rania samra other 06061987 passport J5277094 14 jayaraman road pudukkottai 763120,-1,0.0,Low
Kashvi Ganguly,Male,29-10-1964,Aadhaar,1015 5191 2948,"060, Shankar Chowk, Giridih-018024",kashvi ganguly,060 shankar chowk giridih018024,male,aadhaar,False,kashvi ganguly male 29101964 aadhaar 1015 5191 2948 060 shankar chowk giridih018024,-1,0.4,Medium
Tarini Dave,Other,22-05-1999,PAN,HGFJD6078M,"H.No. 17, Rajan Marg, Rohtak 282648",tarini dave,hno 17 rajan marg rohtak 282648,other,pan,True,tarini dave other 22051999 pan HGFJD6078M hno 17 rajan marg rohtak 282648,-1,0.0,Low
Biju Tak,Female,02-02-1999,Passport,U2365763,"H.No. 347, Wadhwa Path, Kolkata 424947",biju tak,hno 347 wadhwa path kolkata 424947,female,passport,True,biju tak female 02021999 passport U2365763 hno 347 wadhwa path kolkata 424947,-1,0.0,Low
Ryan Baria,Male,28-01-1967,Aadhaar,1685 7138 6367,"40, Ramakrishnan Chowk, Gangtok 687701",ryan baria,40 ramakrishnan chowk gangtok 687701,male,aadhaar,False,ryan baria male 28011967 aadhaar 1685 7138 6367 40 ramakrishnan chowk gangtok 687701,-1,0.4,Medium
Anaya Banik,Other,02-02-1987,Aadhaar,1677 5966 9928,"17/90, Bedi Ganj, Pali 300887",anaya banik,1790 bedi ganj pali 300887,other,aadhaar,False,anaya banik other 02021987 aadhaar 1677 5966 9928 1790 bedi ganj pali 300887,-1,0.4,Medium
Ishita D’Alia,Female,28-08-1999,Passport,E6935069,"51/36, Sridhar, Giridih 022645",ishita dalia,5136 sridhar giridih 022645,female,passport,True,ishita dalia female 28081999 passport E6935069 5136 sridhar giridih 022645,-1,0.0,Low
Shray Tiwari,Female,22-03-2006,Passport,H8638046,"H.No. 86, Sarma Circle, Panchkula-236495",shray tiwari,hno 86 sarma circle panchkula236495,female,passport,True,shray tiwari female 22032006 passport H8638046 hno 86 sarma circle panchkula236495,-1,0.0,Low
Dhanush Mannan,Other,15-02-1987,Aadhaar,2335 9606 6071,"11/05, Choudhary Marg, Durg-799388",dhanush mannan,1105 choudhary marg durg799388,other,aadhaar,False,dhanush mannan other 15021987 aadhaar 2335 9606 6071 1105 choudhary marg durg799388,-1,0.4,Medium
Dharmajan Bhatt,Female,25-01-1965,Aadhaar,3288 5298 2883,"79/27, Dewan Street, Chinsurah 940953",dharmajan bhatt,7927 dewan street chinsurah 940953,female,aadhaar,False,dharmajan bhatt female 25011965 aadhaar 3288 5298 2883 7927 dewan street chinsurah 940953,-1,0.4,Medium
Chirag Soman,Female,11-02-1995,,Missing,"H.No. 04, Sharma Circle, Tezpur-396669",chirag soman,hno 04 sharma circle tezpur396669,female,nan,False,chirag soman female 11021995 nan Missing hno 04 sharma circle tezpur396669,-1,0.4,Medium
Damini Hari,Male,01-08-1965,Passport,P7957685,"H.No. 82, Khosla Zila, Ujjain-966109",damini hari,hno 82 khosla zila ujjain966109,male,passport,True,damini hari male 01081965 passport P7957685 hno 82 khosla zila ujjain966109,-1,0.0,Low
Lavanya Talwar,Female,08-11-1975,Aadhaar,3518 3086 6868,"538, Shan Street, Bhatpara 135300",lavanya talwar,538 shan street bhatpara 135300,female,aadhaar,False,lavanya talwar female 08111975 aadhaar 3518 3086 6868 538 shan street bhatpara 135300,-1,0.4,Medium
Madhav Chopra,Female,09-06-1972,Aadhaar,6968 4574 7308,"H.No. 286, Kar Nagar, Mathura-150876",madhav chopra,hno 286 kar nagar mathura150876,female,aadhaar,False,madhav chopra female 09061972 aadhaar 6968 4574 7308 hno 286 kar nagar mathura150876,-1,0.4,Medium
Taran Jha,Other,19-08-2007,PAN,CLUGJ8483I,"19, Chand Road, Shimla-767385",taran jha,19 chand road shimla767385,other,pan,True,taran jha other 19082007 pan CLUGJ8483I 19 chand road shimla767385,-1,0.0,Low
Ishita Kade,Other,14-02-1977,Aadhaar,4963 3915 1433,"H.No. 764, Sunder, Bhilai 034165",ishita kade,hno 764 sunder bhilai 034165,other,aadhaar,False,ishita kade other 14021977 aadhaar 4963 3915 1433 hno 764 sunder bhilai 034165,-1,0.4,Medium
Misha Gandhi,Other,23-08-1968,Aadhaar,8267 3478 7378,"50, Behl Street, Ludhiana-371694",misha gandhi,50 behl street ludhiana371694,other,aadhaar,False,misha gandhi other 23081968 aadhaar 8267 3478 7378 50 behl street ludhiana371694,-1,0.4,Medium
